topic,context
Berapa lama kontrak kerja di indomaret?,"Adapaun dalam permasalahan larangan menikah selama kontrak kerja di PT. Indomarco Prismatama (Indomaret), pegawai yang berstatus kontrak harus menjalankan ,masa kontrak kerjanya selama 1 tahun 6 bulan. 1 Jul 2022"
Apakah membuat surat perjanjian harus ada saksi?,"Pertanyaannya, siapakah yang harus menjadi saksi dalam surat tersebut dan minimal berapa orang? Jawab: Untuk membuat perjanjian/kontrak dibawah tangan (tanpa akta notaris), secara hukum tidak ada ketentuannya mengenai jumlah saksi dan siapa saja yang dapat menjadi saksi."
Berapa lama kontrak kerja di pabrik?,"Perjanjian karyawan kontrak memiliki jangka waktu maksimal, yaitu 5 (lima) tahun dan jika jangka waktu kontrak sudah berakhir dan pekerjaan belum selesai, maka perusahaan bisa melakukan perpanjangan PKWT dengan jangka waktu yang sesuai dengan kesepakatan kedua belah pihak, yaitu perusahaan dan karyawan."
Bagaimana bentuk perjanjian?,"Bentuk-bentuk perjanjian dapat dibedakan menjadi dua macam, yaitu tertulis dan tidak tertulis. Perjanjian tertulis adalah perjanjian yang dibuat oleh para pihak dalam bentuk tulisan. Sedangkan perjanjian lisan suatu perjanjian yang dibuat oleh para pihak dalam wujud lisan (cukup kesepakatan para pihak)."
Berapa bentuk perjanjian?,"Bentuk perjanjian dapat dibedakan menjadi dua macam, yaitu tertulis dan lisan."
Apa syarat sahnya perjanjian?,KUHPerdata. Ada 4 syarat sahnya perjanjian: 1. kesepakatan mereka yang mengikatkan diri; 2. kecakapan mereka yang membuat kontrak; 3. suatu hal tertentu; 4. suatu sebab yang halal. menyangkut subyek pembuat kontrak.
Apa perlu surat rekomendasi kerja?,"   Tujuan surat ini adalah agar perusahaan yang kamu lamar mengetahui kinerja kamu selama bekerja di perusahaan sebelumnya. Dengan adanya surat rekomendasi dari perusahaan lama, kesempatan diterima di tempat kerja akan terbuka lebih besar. 17 Okt 2022"
Berapa lama minimal pengalaman kerja?,"Jawaban lain mengungkapkan bahwa minimal sekitar dua sampai tiga tahun. Nah, kesimpulannya adalah agar kamu tidak dijuluki kutu loncat maka minimal kamu harus dua tahun dulu. Atau kalau perlu tambah satu tahun lagi biar meningkatkan efek kesetiaan pada perusahaan. 11 Sep 2020"
Apa itu bukti pengalaman kerja?,Surat pengalaman kerja adalah surat yang perusahaan keluarkan untuk memberikan tanda bahwa seorang pegawai pernah bekerja di perusahaan tersebut dalam beberapa waktu di posisi tertentu dalam keadaan itu. Dokumen ini bersifat resmi atau formal dan dapat dibuktikan kebenarannya. 10 Agu 2022
Apa resiko resign mendadak?,"Bisa mempertimbangkan risiko    Jika kamu ingin resign mendadak, maka harus mempertimbangkan risikonya. Misalnya saja mendapatkan citra negatif karena resign mendadak. Hal lain ialah kamu punya kemungkinan untuk menganggur dengan waktu yang tidak pasti. 22 Des 2022"
Resign sebelum gajian apakah dapat gaji?,"Meskipun tidak mendapat pesangon, karyawan yang mengundurkan diri secara sukarela atau resign tetap berhak mendapat uang penggantian hak dan uang pisah. Hal ini tercantum pada UU Ketenagakerjaan Pasal 162 Ayat 1 yang besaran dan jangka waktu pembayarannya tergantung pada kebijakan perusahaan bersangkutan."
Apakah boleh resign tanpa pamit?,"   Salah satu kerugian yang bisa kamu rasakan jika melakukan resign tanpa pamit adalah tidak mendapatkan gaji. Jangankan gaji, surat rekomendasi pekerjaan saja tidak akan kamu dapatkan. Bahkan jika kamu melanggar jangka waktu kontrak kerja, bisa-bisa malah kamu yang akan dikenakan denda. 16 Agu 2022"
Karyawan tetap resign dapat apa?,"Karyawan yang mengundurkan diri secara sukarela (resign) tidak mendapatkan uang pesangon maupun uang penghargaan masa kerja, tetapi hanya mendapat uang penggantian hak dan uang pisah. Hal ini telah diatur dalam Pasal 162 ayat (1) dan (2) UU Ketenagakerjaan."
Apakah resign harus 30 hari?,"Berdasarkan ketentuan di atas, hukum ketenagakerjaan Indonesia memang menetapkan permohonan pengunduran diri paling lambat harus sudah diajukan 30 hari sebelum tanggal pengunduran diri atau yang lebih dikenal dengan one month notice. 18 Feb 2022"
Apakah resign kena denda?,"Intisari Jawaban. UU Ketenagakerjaan secara jelas mengatur bahwa barang siapa yang mengakhiri hubungan kerja sebelum jangka waktu perjanjian kerja waktu tertentu (�PKWT�) berakhir, maka pihak yang mengakhiri wajib membayar denda kepada pihak lainnya sejumlah sisa upah pekerja hingga masa PKWT berakhir. 15 Des 2022"
Alasan resign karena apa?,"Salah satu alasan resign yang masuk akal adalah mendapatkan tawaran kerja yang lebih baik di perusahaan lain. Tawaran tersebut bisa berupa gaji, posisi, tunjangan, dan perusahaan lebih ternama. Kamu bisa berterus terang kepada atasanmu bahwa kamu mendapatkan tawaran kerja dari perusahaan lain."
Berapa denda resign sebelum kontrak habis?,"Seperti yang sudah disebutkan di atas, bahwa pekerja yang resign sebelum masa kontrak habis harus membayar denda sebesar upah pekerja sampai batas waktu berakhirnya jangka waktu perjanjian kerja. Dalam hal ini, upah yang dimaksud adalah upah yang diberikan oleh perusahaan kepada pekerja per satu bulannya. 31 Mei 2021"
Bagaimana jika ditanya alasan resign?,"Dilansir dari The Balance Careers, saat memberikan jawaban kenapa resign kamu tidak perlu mengatakan seluruhnya dengan jujur. Katakan saja secara singkat mengenai alasan sebenarnya kamu pergi. Sebagai contoh, kamu bisa menggambarkan kurangnya peluang yang ada sehingga memutuskan untuk pindah pekerjaan. 19 Agu 2022"
Setelah resign minta surat apa?,"Melamar Pekerjaan di Perusahaan Lain    Terutama bagi mereka yang memiliki jabatan sebagai supervisor atau di atasnya. Oleh karenanya, saat Anda berencana untuk mengajukan resign, pastikan untuk mengajukan surat paklaring, ya! Karena surat ini biasanya digunakan untuk menilai kualitas dan kapasitas calon pekerja. 19 Jan 2023"
Bagaimana jika perusahaan tidak memberikan surat keterangan kerja?,Jika perusahaan tidak memberikan dokumen keterangan kerja tersebut. Tentunya perusahaan tersebut akan mendapatkan sanksi karena peraturan surat keterangan ini diatur dalam pasal 1602 Kuhperdata. Jadi sanksi yang diberikan disampaikan jelas. 4 Nov 2021
Apakah surat keterangan kerja penting?,"   Selain resume, surat keterangan kerja bisa menjadi dokumen yang penting. Surat ini dapat berfungsi sebagai surat pelengkap untuk melamar pekerjaan. Oleh karena itu, surat keterangan bekerja cukup penting dalam proses melamar kerja. 17 Mei 2022"
Apa saja isi CV untuk lulusan SMA?,"   Berikut adalah informasi yang perlu dicantumkan dalam menulis CV tamatan SMA: Nama Lengkap. Contact details (No. HP, alamat, email) Profil singkat. Pendidikan. Pengalaman bekerja/ organisasi. Skill. "
Bisakah membuat surat pengalaman kerja sendiri?,"Surat pengalaman kerja tidak bisa dibuat sendiri dan harus diterbitkan oleh pihak HRD di perusahaan terkait. Setelah melalui prosedur pengunduran diri, kamu boleh meminta surat pengalaman kerja sebagai hak karyawan. 26 Sep 2022"
Cara menjawab pertanyaan apa kelemahanmu?,"   4 Tips Menjawab Pertanyaan Interview �Apa Kelemahanmu?� Dengan Tepat � Mengutamakan kejujuran. ...  � Jangan rendah diri untuk mengungkapkan. ...  � Tidak tepat untuk berbalik menyalahkan orang lain. ...  � Berikan jawaban yang proporsional. 8 Okt 2020"
Apakah Dipecat dapat paklaring?,"   Karyawan yang berhenti bekerja, entah karena pemutusan hubungan kerja (PHK), mengundurkan diri atas kemauan sendiri, atau berakhirnya kontrak perjanjian kerja waktu tertentu (PKWT), berhak mendapatkan surat paklaring kerja dari perusahaan. 7 Mar 2022"
Apakah 6 bulan kerja dapat paklaring?,"Jadi, Apakah 6 Bulan Kerja Dapat Paklaring? Berdasarkan penjelasan di atas, jelas bahwa Anda bisa saja memperoleh paklaring setelah 6 bulan bekerja. Dengan catatan, perusahaan tempat bekerja menerapkan kebijakan tersebut, atau kontrak kerja Anda memang hanya memiliki durasi 6 bulan saja. 27 Jan 2023"
Apakah paklaring harus di fotocopy?,Salah satu syarat dokumen yang harus dilampirkan saat mau mencairkan dana JHT adalah surat paklaring. Tentu saja yang sudah dilegalisasi serta harus ditunjukkan aslinya selain fotokopi. 10 Feb 2021
Apakah boleh berbohong di CV?,"   Kata orang, rekruter tidak akan tahu kebohongan kandidat. Jadi, sah-sah saja apabila seseorang berbohong di CV. Benarkah demikian? Jawabannya adalah tidak. 11 Feb 2021"
Kenapa HRD bilang tunggu 2 minggu?,"Membuat kualifikasi terlalu banyak saat merekrut kandidat. Alasan HRD membutuhkan waktu 2 minggu setelah interview yang kedua adalah terkadang perusahaan membuat kualifikasi terlalu banyak saat merekrut kandidat, di mana berharap satu kandidat bisa menguasai banyak keahlian. 2 Nov 2022"
Apakah HRD mengecek ijazah?,Jawabannya iya. HRD selalu mengecek kebenaran informasi yang tertera dalam CV dan menandai ciri-ciri paklaring palsu hingga mengetahui ciri-ciri ijazah palsu. 22 Jul 2022
Bagaimana cara mendapatkan surat pengalaman kerja?,"Cara Membuat Surat Pengalaman Kerja    Membuat surat pengalaman kerja sebenarnya tidak sulit. Cukup hubungi HRD di perusahaan tempat Anda bekerja dan minta dibuatkan surat tersebut. Bila sudah memenuhi syarat, maka perusahaan akan menerbitkan surat pengalaman kerja. 4 Jan 2023"
Surat keterangan pernah bekerja namanya apa?,"Surat paklaring merupakan dokumen pengalaman kerja seseorang sebagai bukti pernah bekerja di perusahaan. Surat keterangan ini berisi tentang jenjang karier, mulai dari awal masa bekerja sampai akhir masa bekerja di perusahaan. Surat ini biasanya diberikan setelah karyawan mengajukan pengunduran diri. 3 Sep 2022"
Membuat paklaring dimana?,"   Surat paklaring itu merupakan berkas yang masuk ke dalam arsip perusahaan sehingga, ketika dibutuhkan sewaktu-waktu, pihak yang membuat surat ini hanya perlu mencarinya di arsip. 1 Jan 2023"
Siapa yang tanda tangan paklaring?,"Surat paklaring dibuat oleh HR perusahaan, memakai kop surat perusahaan, dan ditandatangai pimpinan HR atau pimpinan yang berwenang. 13 Mei 2022"
Bagaimana jika tidak ada surat paklaring?,"Sahabat, untuk paklaring hilang, Anda bisa mengurus surat keterangan hilang dari kepolisian. Jangan lupa untuk mencantumkan nama perusahaan tempat Anda bekerja."
Masa kerja dihitung mulai kapan?,"Secara hukum, masa kerja dihitung sejak adanya hubungan kerja antara pekerja dan pengusaha atau sejak pekerja pertama kali mulai bekerja berdasarkan perjanjian kerja. Hal ini merujuk bunyi Pasal 50 UU Ketenagakerjaan: Hubungan kerja terjadi karena adanya perjanjian kerja antara pengusaha dan pekerja/buruh. 14 Apr 2021"
Apakah dalam masa training dapat gaji?,Ketentuan ini diatur dalam Pasal 60 Ayat 2 UU Ketenagakerjaan yang mana menegaskan karyawan yang menjalani masa training tetap berhak mendapatkan gaji dari perusahaan. 22 Agu 2022
Apa saja hak hak karyawan?,"   Hak � Hak Karyawan Hak Memperoleh Upah. Hak Mendapatkan Kesempatan & Perlakuan yang Sama. Hak Mendapatkan Pelatihan Kerja. Hak Penempatan Tenaga Kerja. Hak Memiliki Waktu Kerja yang Manusiawi. Hak Mendapatkan Kesehatan & Keselamatan Kerja. Hak Mendapatkan Kesejahteraan. Hak Ikut Serta Dalam Serikat Pekerja/Buruh. Item lainnya... � 29 Nov 2022"
Kapan sebaiknya upah di berikan?,"Kapan dan bagaimana tata cara pembayaran upah, diatur sebagai berikut: (pasal 55 sampai dengan pasal 57 PP 36/2021): Pengusaha wajib membayar upah pada waktu yang telah diperjanjikan antara pengusaha dengan pekerja."
Gimana cara buat pernyataan?,"Cara Membuat Surat Pernyataan Tulis Identitas Diri Secara Lengkap. Pertama, kamu harus menulis identitas diri secara lengkap dan jelas. ...  Isi Pernyataan Secara Jelas dan Ringkas. ...  Kalimat Penutup. ...  Tempat dan Tanggal Pembuatan Surat. ...  Sertakan Nama Jelas, Tanda Tangan, dan Materai. 9 Sep 2022"
Cara membuat surat pernyataan gimana?,"   Cara membuat surat pernyataan: Tentukan jenis surat pernyataan yang akan dibuat. Tujuan surat pernyataan bisa dicantumkan dalam judul dan isi suratnya. Buatlah secara lugas dan jelas dan tidak menggunakan bahasa yang bertele-tele. 13 Mar 2021"
Siapa yang membuat surat perjanjian?,Surat Perjanjian dibuat dan ditandatangani oleh kedua belah pihak secara sadar dan tanpa tekanan dari pihak manapun di tempat dan waktu penandatanganan Surat Perjanjian ini. 1 Sep 2021
Surat pernyataan tanpa materai apakah sah?,"�Yang perlu diperhatikan di sini juga bahwa suatu dokumen, seperti surat pernyataan atau perjanjian, yang tidak dibubuhkan meterai tidak membuat pernyataan atau perjanjian menjadi tidak sah,� tulis Peruri dalam unggahan tersebut, dikutip pada Rabu (28/9/2022). 28 Sep 2022"
Apa itu surat kerja sama?,Surat perjanjian kerjasama adalah surat klausul atau ketentuan khusus yang dibuat sebagai kesepakatan tertulis antara dua atau lebih pihak yang berhubungan.
Apa saja contoh hasil kesepakatan bersama?,Jenis-Jenis dan Contoh Surat Kesepakatan Bersama Surat Kesepakatan Kerjasama. Surat ini akan diterbitkan apabila ada kerja sama di antara dua pihak. ...  2. Surat Kesepakatan Bersama Ahli Waris. ...  3. Surat Kesepakatan Jual Beli Rumah. ...  4. Surat Kesepakatan Jual Beli Tanah. 17 Mei 2022
Berapa gaji karyawan tetap pabrik?,"Berdasarkan data dari Badan Pusat Statistika (BPS), rata-rata upah buruh secara nasional itu berada di angka Rp 2,92 juta per bulan. Jika kita pilah lagi berdasarkan gender, maka rata-rata gaji karyawan laki-laki adalah Rp 3,18 per bulan sementara karyawati Rp 2,45 per bulan."
Apakah karyawan kontrak dapat gaji?,Pekerja Perjanjian Kerja Waktu Tertentu (PKWT) alias pekerja kontrak berhak untuk mendapat bayaran tidak lebih rendah dari Upah Minimum Provinsi (UMP). 28 Nov 2022
Berapa lama karyawan boleh di kontrak?,"Sesuai tertera dalam Pasal 8 Ayat 1 PP Nomor 35 Tahun 2021, jangka waktu maksimal untuk mengadakan perjanjian kerja ini adalah lima tahun. Jangka waktu maksimal lima tahun ini sudah termasuk waktu perpanjangan kontrak. 16 Apr 2022"
Berapa rata-rata gaji Indomaret?,Pramuniaga Rp2.000.000 � Rp2.700.000. Inventory Control (IC) Rp2.000.000 � Rp2.500.000. Quality Assurance (QA) Rp4.000.000 � Rp6.000.000. Merchandiser Rp2.500.000 � Rp3.500.000. 9 Jan 2023
Berapa gaji kasir di Indomaret?,"Rata-rata gaji Kasir PT Indomarco Prismatama per bulan di Indonesia adalah sekitar Rp2.378.093, 25% lebih rendah dari rata-rata nasional."
Apa saja 2 alat bukti?,"Sebagaimana diatur dalam pasal 164 HIR/284 RBG, alat-alat bukti yang sah menurut hukum acara perdata terdiri dari:  Surat; ...   Saksi-saksi; ...   Persangkaan; ...   Pengakuan; dan. ...   Sumpah. "
Apa saja yang bisa dijadikan alat bukti?,"Menurut Undang-Undang No.1 Tahun 1981 Tentang Hukum Acara Pidana, Pasal 184 (1) ada disebutkan bahwa alat bukti yang sah ialah: Keterangan Saksi; Keterangan Ahli; Surat; Petunjuk; Keterangan Terdakwa.'' 5 Jul 2022"
Berapa lama diangkat jadi karyawan tetap?,"Karyawan wajib menjalani masa percobaan atau probation maksimal 3 bulan dan mendapatkan gaji minimal sama dengan UMR yang berlaku. Lalu setelah 3 bulan probation, maka perusahaan bisa memutuskan status karyawan menjadi karyawan tetap. 2 Sep 2022"
Syarat perjanjian ada berapa?,KUHPerdata. Ada 4 syarat sahnya perjanjian: 1. kesepakatan mereka yang mengikatkan diri; 2. kecakapan mereka yang membuat kontrak; 3. suatu hal tertentu; 4. suatu sebab yang halal.
Apa dasar hukum dari kontrak?,"Prof. Sogar menjelaskan bahwa sumber-sumber hukum kontrak dapat berasal dari Burgerlijk Wetboek (BW) atau Kitab Undang-Undang Hukum Perdata, peraturan perundang-undangan, maupun yurisprudensi. 8 Mar 2022"
