PAA Title,Parent,Text,URL,URL Title
Bolehkah iguana Dipelihara?,Iguana minum apa?,"   Iguana termasuk salah satu peliharaan yang mungkin tidak benar-benar menjadi hewan peliharaan. Di banyak kesempatan, hewan ini akan mencoba untuk melarikan diri dari kandangnya. Maka dari itu, iguana yang didomestikasi perlu digendong dan dipegang secara rutin agar lebih jinak. 24 Mar 2021","https://www.halodoc.com/artikel/3-hal-yang-harus-diperhatikan-sebelum-memelihara-iguana#:~:text=Iguana%20termasuk%20salah%20satu%20peliharaan,secara%20rutin%20agar%20lebih%20jinak.",3 Hal yang Harus Diperhatikan Sebelum Memelihara Iguana
Apa penyebab iguana tidak mau makan?,Iguana minum apa?,"   Iguana tidak mau makan bisa dikarenakan dia merasa stres. Karena ciri ciri iguana yang stres adalah penurunan nafsu makan, galak dan defensif, warna kulit gelap dan suram, bertingkah kasar dan mudah menyerang bila didekati. 6 Apr 2018","https://www.dictio.id/t/mengapa-iguana-tidak-mau-makan/29102#:~:text=Iguana%20tidak%20mau%20makan%20bisa,dan%20mudah%20menyerang%20bila%20didekati.",Mengapa iguana tidak mau makan - Dictio Community
Berapa lama iguana bisa tidak makan?,Iguana minum apa?,Iguana bisa bertahan tanpa makanan hingga satu atau dua minggu. 3 Feb 2021,https://petpintar.com/reptil/cara-meningkatkan-nafsu-makan-iguana#:~:text=Iguana%20bisa%20bertahan%20tanpa%20makanan%20hingga%20satu%20atau%20dua%20minggu.,Ternyata Ini Cara Meningkatkan Nafsu Makan Iguana Biar Cepat Gemuk!
Berapa kali menjemur iguana?,Apakah iguana harus di mandikan?,"Satu hal yang terpenting dalam mengurus iguana menurut Herlambang adalah iguana harus dijemur setiap hari. “Agar iguana tetap sehat, sebaiknya dilakukan penjemuran setiap hari. Waktu terbaik menjemur iguana adalah pagi hari, namun bila berbenturan dengan kegiatan boleh dilakukan sore hari,” tuturnya. 29 Jun 2018","https://medan.tribunnews.com/2018/06/29/ini-tips-agar-iguana-peliharaan-kamu-tetap-sehat-dan-bersemangat-setiap-hari?page=all#:~:text=Satu%20hal%20yang%20terpenting%20dalam,dilakukan%20sore%20hari%2C%E2%80%9D%20tuturnya.",Ini Tips Agar Iguana Peliharaan Kamu Tetap Sehat dan Bersemangat ...
Berapa kali iguana di jemur?,Apakah iguana harus di mandikan?,   ""Karena iguana merupakan reptil yang berdarah dingin maka setiap hari harus dijemur. 17 Jan 2021,"https://tribunjatimwiki.tribunnews.com/2021/01/17/ingin-memelihara-iguana-pelajari-dulu-cara-merawatnya-harus-dijemur#:~:text=%22Karena%20iguana%20merupakan%20reptil%20yang,maka%20setiap%20hari%20harus%20dijemur.","Ingin Memelihara Iguana, Pelajari Dulu Cara Merawatnya, Harus ..."
Apa keistimewaan iguana?,Bagaimana cara menjinakkan iguana?,"Uniknya, iguana ternyata tidak hanya memiliki sepasang mata seperti hewan-hewan lainnya. Iguana memiliki mata yang ketiga, disebut dengan Parietal Eye yang terletak di atas kepalanya. Tidak seperti sepasang mata yang lain, parietal eye hanya bisa membedakan gelap dan terang. 25 Sep 2021","https://bobo.grid.id/read/082908027/miliki-mata-ketiga-inilah-6-fakta-menarik-iguana-yang-perlu-kamu-tahu?page=all#:~:text=Uniknya%2C%20iguana%20ternyata%20tidak%20hanya,bisa%20membedakan%20gelap%20dan%20terang.","Miliki Mata Ketiga, Inilah 6 Fakta Menarik Iguana yang Perlu Kamu ..."
Apakah iguana membutuhkan air?,Bagaimana cara menjinakkan iguana?,"Ditambah, iguana membutuhkan air segar yang tersedia setiap saat. Ikuti instruksi dokter hewan tentang jumlah yang harus diberikan untuk menjaga berat badan yang sehat untuk ukuran hewan peliharaan Anda. 14 Jun 2022","https://www.merdeka.com/sumut/cara-merawat-iguana-bagi-pemula-makanan-dan-penyakitnya-kln.html#:~:text=Ditambah%2C%20iguana%20membutuhkan%20air%20segar,untuk%20ukuran%20hewan%20peliharaan%20Anda.","Cara Merawat Iguana Bagi Pemula, Makanan, dan Penyakitnya"
Iguana bertelur apa tidak?,Bagaimana cara menjinakkan iguana?,"Iguana hijau merupakan hewan ovipar atau hewan bertelur. Setelah melakukan persilangan, iguana betina akan mencari tempat untuk membuat sarang untuk meletakkan telur.","https://profilbaru.com/Iguana_Hijau#:~:text=Iguana%20hijau%20merupakan%20hewan%20ovipar,membuat%20sarang%20untuk%20meletakkan%20telur.",Iguana Hijau - Profilbaru.Com
Apakah iguana harus di jemur?,Berapa hari sekali iguana makan?,"“Setelah dimandikan, iguana harus dijemur di bawah terik matahari agar iguana tetap sehat,” kata Elok. Selanjutnya, untuk perawatan yang dilakukan pada jengger iguana bertujuan agar terlihat tertata dan rapi. Agar reptile itu terlihat sangat gagah. 16 Okt 2022","https://radarjember.jawapos.com/main_yuk/16/10/2022/pertahankan-warna-kulit-iguana-pakai-air-rebusan-daun-sirih/2/#:~:text=%E2%80%9CSetelah%20dimandikan%2C%20iguana%20harus%20dijemur,reptile%20itu%20terlihat%20sangat%20gagah.",Pertahankan Warna Kulit Iguana Pakai Air Rebusan Daun Sirih
Apakah Merawat iguana susah?,Berapa hari sekali iguana makan?,"Selain keunikan, perawatan Iguana memang tidak terlalu rumit. Hampir sama halnya dengan hewan reptil lainnya. Namun, jika pemelihara mengabaikan kebersihan kandang akan mengakibatkan Iguana rawan terkena penyakit. 23 Mar 2022","https://jagadtani.com/read/3015/mengetahui-penyakit-iguana-dan-cara-mengatasinya#:~:text=Selain%20keunikan%2C%20perawatan%20Iguana%20memang,mengakibatkan%20Iguana%20rawan%20terkena%20penyakit.",Mengetahui Penyakit Iguana Dan Cara Mengatasinya - Jagad Tani
Apakah iguana bisa stress?,Berapa hari sekali iguana makan?,"Iguana yang baru dibeli dan dibawa ke tempat yang berbeda dari penangkaran sebelumnya biasanya akan mengalami stres. Iguana stres biasanya ditandai dengan menunjukkan sikap liar dan penakut. Jika didekati, iguana akan melompat, lari, atau marah. 2 Agu 2022","https://dokterhewan.co.id/detailpost/tips-menangani-iguana-stres#:~:text=Iguana%20yang%20baru%20dibeli%20dan,melompat%2C%20lari%2C%20atau%20marah.",Tips Menangani Iguana Stres - Dokter Hewan
Apa fungsi mata iguana?,Dengan cara apa saja iguana berkomunikasi?,"Mata parietal iguana memang hanya bisa mendeteksi gelap dan terang, namun hal ini ternyata sudah cukup untuk mendeteksi adanya predator yang mendekat. 29 Mei 2020","https://bobo.grid.id/read/082171005/selain-2-mata-utama-iguana-ternyata-memiliki-mata-ketiga-yang-juga-penting-apa-fungsinya-ya?page=all#:~:text=Mata%20parietal%20iguana%20memang%20hanya,mendeteksi%20adanya%20predator%20yang%20mendekat.","Selain 2 Mata Utama, Iguana Ternyata Memiliki Mata Ketiga yang Juga ..."
Apakah iguana hewan berdarah dingin?,Dengan cara apa saja iguana berkomunikasi?,"Iguana adalah hewan berdarah dingin, artinya dia tidak memiliki kemampuan untuk mempertahankan suhu tubuh yang konstan sehingga suhu tubuh mereka dikendalikan oleh lingkungannya. Iguana banyak menghabiskan waktunya di atas pohon, tidur dengan kaki mencengkeram dahan agar tidak jatuh. 16 Jan 2023","https://kumparan.com/kumparansains/fakta-unik-iguana-mati-suri-saat-musim-dingin-1zeFALsWlle#:~:text=Iguana%20adalah%20hewan%20berdarah%20dingin,mencengkeram%20dahan%20agar%20tidak%20jatuh.",Fakta Unik Iguana 'Mati Suri' saat Musim Dingin | kumparan.com
Dimana tempat tinggal iguana?,Dengan cara apa saja iguana berkomunikasi?,"   Iguana adalah marga kadal yang hidup di daerah tropis Amerika Tengah, Amerika Selatan, dan kepulauan Karibia. Kadal-kadal ini dideskripsikan pertama kali oleh seorang ahli hewan berkebangsaan Austria, Josephus Nicolaus Laurenti pada tahun 1768.","https://id.wikipedia.org/wiki/Iguana#:~:text=Iguana%20adalah%20marga%20kadal%20yang,Nicolaus%20Laurenti%20pada%20tahun%201768.","Iguana - Wikipedia bahasa Indonesia, ensiklopedia bebas"
Iguana bertelur umur berapa?,Berapa lama waktu menjemur iguana?,"   Usia iguana siap kawin    Iguana mencapai kematangan seksual pada usia sekitar 2-3 tahun, sehingga sebagian besar iguana di penangkaran akan mencapai usia kawin pada usia 2-3 tahun. 11 Sep 2022","https://www.kompas.com/sains/read/2022/09/11/200500923/tanda-tanda-iguana-siap-kawin?page=all#:~:text=Usia%20iguana%20siap%20kawin,pada%20usia%202%2D3%20tahun.",Tanda-tanda Iguana Siap Kawin Halaman all - Kompas.com
Apakah iguana bisa memutuskan ekornya?,Berapa lama waktu menjemur iguana?,Iguana sebagai hewan reptil yang mempunyai keunikan pada bagian tubuh dan warna. Tentu hewan reptill memiliki kemampuan melepaskan ekor ketika keadaan terdesak arau disebut autotomi. 12 Apr 2022,"https://jagadtani.com/read/3069/penyebab-dan-menangani-ekor-iguana-putus#:~:text=Iguana%20sebagai%20hewan%20reptil%20yang,keadaan%20terdesak%20arau%20disebut%20autotomi.",Penyebab Dan Menangani Ekor Iguana Putus - Jagad Tani
Berapa watt lampu yang cocok untuk iguana?,Berapa lama waktu menjemur iguana?,"lampu pemanas untuk kandang hewan seperti Kura Kura, tortoise, burung, iguana, kadal dll. Tidak mengeluarkan cahaya hanya hangat/panas.","https://www.tokopedia.com/turo/lampu-pemanas-penghangat-hewan-reptil-kura-iguana-tortoise-25-watt-25w?utm_source=google&utm_medium=organic&utm_campaign=pdp-seo#:~:text=lampu%20pemanas%20untuk%20kandang%20hewan,mengeluarkan%20cahaya%20hanya%20hangat%2Fpanas.",lampu pemanas penghangat hewan reptil kura iguana tortoise 25 watt 25w
Berapa lama iguana tumbuh?,Berapa harga iguana sekarang?,"   Perlu diketahui kalau iguana dapat memakan waktu selama 4-7 tahun untuk tumbuh menjadi ukuran penuh. Ini tergantung pada banyak hal, seperti genetika, lingkungan tempat iguana tinggal dan makanan yang dimakannya. Iguana akan tumbuh sangat cepat selama 3-5 tahun pertama, dan setelah itu pertumbuhannya melambat. 21 Jul 2021","https://www.halodoc.com/artikel/asupan-makanan-untuk-iguana-supaya-cepat-besar#:~:text=Perlu%20diketahui%20kalau%20iguana%20dapat,dan%20setelah%20itu%20pertumbuhannya%20melambat.",Asupan Makanan untuk Iguana Supaya Cepat Besar - Halodoc
Apa iguana dilindungi?,Berapa harga iguana sekarang?,Iguana bisa menjadi alternatif hewan peliharaan bagi pecinta reptil. Apalagi hewan ini bukan termasuk yang dilindungi sehingga bisa bebas dimiliki. 22 Okt 2021,"https://radarkediri.jawapos.com/features/22/10/2021/menelusuri-jejak-satwa-lindung-yang-habitatnya-bakal-jadi-bandara-5/#:~:text=Iguana%20bisa%20menjadi%20alternatif%20hewan,dilindungi%20sehingga%20bisa%20bebas%20dimiliki.",Menelusuri Jejak Satwa Lindung yang Habitatnya Bakal Jadi Bandara (5)
Apa perbedaan iguana dan Bunglon?,Berapa harga iguana sekarang?,"   Iguana memiliki ekor panjang dan kuat yang mereka gunakan untuk menyerang musuh, tetapi bunglon memiliki ekor yang dapat memegang. Bunglon menghabiskan cukup banyak waktu di pohon sepanjang hidupnya. Mereka dapat menggunakan ekornya untuk memegang dahan saat memanjat atau membantu mereka menangkap mangsa. 2 Sep 2022","https://www.kompas.com/sains/read/2022/09/02/130500023/5-perbedaan-iguana-dan-bunglon?page=all#:~:text=Iguana%20memiliki%20ekor%20panjang%20dan,atau%20membantu%20mereka%20menangkap%20mangsa.",5 Perbedaan Iguana dan Bunglon Halaman all - Kompas.com
Iguana keturunan apa?,Iguana dewasa umur berapa?,"Kesimpulan sementara, berdasarkan anatomi fosilnya, nenek moyang iguana itu merupakan kerabat jauh dari keluarga kadal modern. 25 Jan 2017","https://www.viva.co.id/arsip/874845-terungkap-nenek-moyang-iguana-hidup-pada-zaman-dinosaurus#:~:text=Kesimpulan%20sementara%2C%20berdasarkan%20anatomi%20fosilnya,jauh%20dari%20keluarga%20kadal%20modern.","Terungkap, Nenek Moyang Iguana Hidup pada Zaman Dinosaurus - Viva"
Bagaimana cara membedakan iguana jantan dan betina?,Iguana dewasa umur berapa?,"   Iguana jantan memiliki kepala yang besar dan sangar, sedang kepala iguana betina lebih kecil. Pada bagian rahang iguana terdapat bulatan yang menonjol yang disebut subtympanic shield, pada iguana jantan tampak lebih besar dan menonjol sedang iguana betina memiliki subtympanic kecil. 12 Mar 2018","https://www.dictio.id/t/cara-membedakan-iguana-jantan-dan-betina/17749#:~:text=Iguana%20jantan%20memiliki%20kepala%20yang,iguana%20betina%20memiliki%20subtympanic%20kecil.",Cara membedakan iguana jantan dan betina - Dictio Community
Iguana mirip apa?,Apa iguana bisa berubah warna?,"Salah satunya adalah iguana. Sekilas bentuknya memang mirip bunglon dan juga komodo. Wajahnya juga seram. Ternyata, iguana termasuk hewan pemakan tumbuhan atau herbivora. 15 Mar 2021","https://radarjember.jawapos.com/main_yuk/15/03/2021/wajahnya-seram-mirip-komodo-tapi-sebenarnya-jinak/#:~:text=Salah%20satunya%20adalah%20iguana.,hewan%20pemakan%20tumbuhan%20atau%20herbivora.","Wajahnya Seram Mirip Komodo, tapi Sebenarnya Jinak - Radar Jember"
Apa bedanya iguana dan Londok?,Apa iguana bisa berubah warna?,"Londok bukan jenis iguana.    Sekilas memang secara fisik sangat mirip iguana, tapi londok mempunyai ukuran yang lebih kecil dan juga hidup di pepohonan. Londok adalah jenis kadal surai yang masih berkerabat dengan soa layar, soa payung, dan kadal terbang. 19 Feb 2019","https://m.brilio.net/creator/londok-bunglon-lokal-yang-sering-keliru-dianggap-iguana-c9da8f.html#:~:text=Londok%20bukan%20jenis%20iguana.&text=Sekilas%20memang%20secara%20fisik%20sangat,soa%20payung%2C%20dan%20kadal%20terbang.","Londok, bunglon lokal yang sering keliru dianggap iguana - Brilio.net"
Apakah iguana dan biawak sama?,Apa iguana bisa berubah warna?,Iguana dan biawak adalah sama-sama hewan reptilia. Yaitu hewan yang berjalan dengan perutnya. Namun kedua hewan tersebut memiliki makanan yang berbeda. Iguana adalah hewan yang memakan tumbuhan (herbivora). 14 Okt 2022,"https://www.gurusiana.id/read/josmartinpeto/article/sebaiknya-anda-tahu-6-tantangan-274-174512#:~:text=Iguana%20dan%20biawak%20adalah%20sama,yang%20memakan%20tumbuhan%20(herbivora).",Sebaiknya Anda Tahu 6 (Tantangan 274) - Gurusiana
Berapa lama iguana hamil?,Berapa kali menjemur iguana?,"Normalnya, satu induk iguana bisa bertelur 30 butir. Kisaran jumlahnya bergantung usia dan ukuran betina. Sang betina biasanya mengandung telur di dalam perutnya selama dua bulan. 29 Jun 2020","https://www.jawapos.com/features/29/06/2020/kawin-satu-tahun-sekali-hasilkan-30-telur-siap-tetas/#:~:text=Normalnya%2C%20satu%20induk%20iguana%20bisa,dalam%20perutnya%20selama%20dua%20bulan.","Kawin Satu Tahun Sekali, Hasilkan 30 Telur Siap Tetas - JawaPos.com"
Berapa bulan iguana ganti kulit?,Berapa kali menjemur iguana?,"   ""Waktu saat pergantian kulit Iguana tidak ada patokan, tergantung perawatan. Biasanya kalau dia nambah gede pasti ganti kulit, seperti ukuran dewasa bisa 2 sampai 3 ganti kulit dalam setahun,"" ujarnya. 27 Mar 2022","https://jagadtani.com/read/3028/proses-shedding-pada-iguana#:~:text=%22Waktu%20saat%20pergantian%20kulit%20Iguana,kulit%20dalam%20setahun%2C%22%20ujarnya.",Proses Shedding Pada Iguana - Jagad Tani - Petaninya Milenial
Apakah iguana berdarah panas?,Berapa kali iguana di jemur?,""Iguana adalah hewan berdarah dingin. Mereka melambat atau menjadi tidak bergerak ketika suhu turun ke 4 hingga 9 derajat Celsius. 31 Jan 2022,"https://babel.antaranews.com/berita/253509/suhu-di-florida-sangat-dingin-iguana-berjatuhan-dari-pohon#:~:text=%22Iguana%20adalah%20hewan%20berdarah%20dingin,4%20hingga%209%20derajat%20Celsius.","Suhu di Florida sangat dingin, iguana berjatuhan dari pohon - Antara Babel"
Bulan apa musim kawin iguana?,Iguana bertelur apa tidak?,"Di habitat aslinya, musim kawin terjadi di bulan Januari—Februari setiap tahunnya, bertelur setelah 2 bulan, dan menetas sekitar 2 bulan. Dalam satu rnusim bertelur, seekor induk iguana dapat menghasilkan 25—45 butir telur.","https://www.facebook.com/PECINTA.IGUANA/posts/di-habitat-aslinya-musim-kawin-terjadi-di-bulan-januarifebruari-setiap-tahunnya-/281993128483434/?locale=id_ID#:~:text=Di%20habitat%20aslinya%2C%20musim%20kawin%20terjadi%20di%20bulan%20Januari%E2%80%94Februari,menghasilkan%2025%E2%80%9445%20butir%20telur.","Pecinta Iguana - Di habitat aslinya, musim kawin terjadi... - Facebook"
Iguana berkembang biak dengan cara apa?,Apakah iguana hewan berdarah dingin?,"Iguana berkembang biak secara bertelur dan beranak, dengan masa kehamilan sekitar 90-100 hari. Hewan ini termasuk melata atau reptil. 9 Nov 2022","https://www.cnnindonesia.com/edukasi/20221107111134-569-870421/mengenal-apa-itu-hewan-ovovivipar-pengertian-dan-ciri-cirinya#:~:text=Iguana%20berkembang%20biak%20secara%20bertelur,ini%20termasuk%20melata%20atau%20reptil.","Mengenal Apa itu Hewan Ovovivipar, Pengertian, dan Ciri-cirinya"
Apa ciri ciri iguana jantan?,Apakah iguana hewan berdarah dingin?,"Iguana jantan dewasa tidak hanya memiliki ukuran kepala yang lebih besar dari betina, tetapi juga memiliki tubuh yang terlihat berbeda. Hal ini disebabkan oleh terbentuknya bagian dorsal pada punggung. Bagian ini terutama terlihat pada wilayah leher. Dengan demikian jantan dewasa akan menjadi lebih berat.","https://brainly.co.id/tugas/40461002#:~:text=Iguana%20jantan%20dewasa%20tidak%20hanya,dewasa%20akan%20menjadi%20lebih%20berat.",7. Ciri-ciri iguana jantan adalah .... a bentuk tubuh kecil b. ukuran kepala ...
Apakah iguana ada di Indonesia?,Apakah iguana hewan berdarah dingin?,"   Iguana adalah hewan reptil dengan habitat beriklim tropis. Selain di benua Amerika, beberapa jenis Iguana dapat hidup di negara Indonesia. Spesies Iguana saat ini sudah mencapai 45 spesies di dunia. 18 Mar 2022","https://jagadtani.com/read/3003/iguana-warna-warni-yang-layak-bagi-pemula#:~:text=Iguana%20adalah%20hewan%20reptil%20dengan,mencapai%2045%20spesies%20di%20dunia.",Iguana Warna Warni Yang Layak Bagi Pemula - Jagad Tani
Apa arti dari iguana?,Dimana tempat tinggal iguana?,"Iguana adalah jenis kadal yang dalam keluarga Iguanidae. Mereka memiliki ciri khas berupa penampilan yang tampak garang, walaupun sebagian besar dari iguana adalah herbivora dan tidak berbahaya. Di dunia ini ada sekitar 45 spesies iguana yang tersebar di berbagai negara. 29 Jun 2021","https://www.halodoc.com/artikel/inilah-berbagai-jenis-iguana-yang-berbentuk-sangat-unik#:~:text=Iguana%20adalah%20jenis%20kadal%20yang,yang%20tersebar%20di%20berbagai%20negara.",Inilah Berbagai Jenis Iguana yang Berbentuk Sangat Unik - Halodoc
